state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
SC	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-18	500	43	54	NA	NA	NA	45.4555708116	54.5444291884	Pres	2008-11-04
WA	Elway Research	2008	NA	2008-10-18	405	55	36	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
WI	National Journal	2008	NA	2008-10-18	405	53	40	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
GA	Greenberg Quinlan Rosner (Democracy Corps)	2008	NA	2008-10-18	600	44	48	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
ME	Critical Insights	2008	NA	2008-10-18	443	42	54	NA	NA	NA	38.6164877495	61.3835122505	Sen	2008-11-04
MN	National Journal	2008	NA	2008-10-18	402	37	36	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
MN	St. Cloud State University	2008	NA	2008-10-18	354	27	38	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
NH	Research 2000	2008	NA	2008-10-18	600	50	43	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
NJ	Quinnipiac University	2008	NA	2008-10-18	1184	55	33	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
MS	University of South Alabama	2008	NA	2008-10-18	403	32	45	NA	NA	NA	45.04	54.96	Sen	2008-11-04
IN	Public Policy Polling	2008	NA	2008-10-19	1411	36	57	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-19	1200	48	44	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
NC	SurveyUSA	2008	NA	2008-10-19	627	43	46	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
NC	Tel Opinion Research	2008	NA	2008-10-19	600	43	43	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
CO	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-19	1000	51	46	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CO	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	951	48.2	47.9	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
FL	Quinnipiac University	2008	NA	2008-10-19	1433	49	44	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-19	1000	48	49	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	1252	48.8	45.2	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
IN	Public Policy Polling	2008	NA	2008-10-19	1411	48	46	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
IN	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	473	42.3	52.8	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
KY	SurveyUSA	2008	NA	2008-10-19	535	41	54	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
MO	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-19	1000	49	44	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
MO	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	717	48	48.3	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
NC	InsiderAdvantage	2008	NA	2008-10-19	698	49	48	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-19	1200	51	44	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-19	1000	51	48	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	SurveyUSA	2008	NA	2008-10-19	627	47	47	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Tel Opinion Research	2008	NA	2008-10-19	600	48	45	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	921	49.6	46.5	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	466	46.5	46.2	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NM	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	534	46.1	45.5	NA	NA	NA	57.6649000201	42.3350999799	Pres	2008-11-04
NV	InsiderAdvantage	2008	NA	2008-10-19	690	47	47	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NV	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	670	44	51.5	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
OH	Quinnipiac University	2008	NA	2008-10-19	1360	52	38	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-19	1000	47	49	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	991	46.5	49.3	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OK	SurveyUSA	2008	NA	2008-10-19	561	35	59	NA	NA	NA	34.35491888	65.64508112	Pres	2008-11-04
PA	Quinnipiac University	2008	NA	2008-10-19	1425	53	40	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
TX	University of Texas, telephone	2008	NA	2008-10-19	550	40	51	NA	NA	NA	44.0640632524	55.9359367476	Pres	2008-11-04
VA	SurveyUSA	2008	NA	2008-10-19	652	51	45	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	Zogby Interactive/JZ Analytics	2008	NA	2008-10-19	922	49.7	46.1	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WI	SurveyUSA	2008	NA	2008-10-19	641	51	43	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WY	SurveyUSA	2008	NA	2008-10-19	604	37	58	NA	NA	NA	33.4379766428	66.5620233572	Pres	2008-11-04
KY	SurveyUSA	2008	NA	2008-10-19	535	48	48	NA	NA	NA	47.03438043	52.96561957	Sen	2008-11-04
NC	Public Policy Polling	2008	NA	2008-10-19	1200	49	42	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NC	SurveyUSA	2008	NA	2008-10-19	627	46	45	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NC	Tel Opinion Research	2008	NA	2008-10-19	600	44	41	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
OK	SoonerPoll.com	2008	NA	2008-10-19	763	39.5	52.9	NA	NA	NA	40.8745646204	59.1254353796	Sen	2008-11-04
OK	SurveyUSA	2008	NA	2008-10-19	561	39	51	NA	NA	NA	40.8745646204	59.1254353796	Sen	2008-11-04
TX	University of Texas, telephone	2008	NA	2008-10-19	550	36	45	NA	NA	NA	43.8648610835	56.1351389165	Sen	2008-11-04
VA	SurveyUSA	2008	NA	2008-10-19	652	60	36	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-20	725	67	17	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
WV	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-20	500	71	21	NA	NA	NA	73.0890052356	26.9109947644	Gov	2008-11-04
CO	InsiderAdvantage	2008	NA	2008-10-20	576	51	46	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
CT	University of Connecticut	2008	NA	2008-10-20	502	56	31	NA	NA	NA	61.3183382486	38.6816617514	Pres	2008-11-04
KY	Research 2000	2008	NA	2008-10-20	600	39	55	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
ME	Market Decisions	2008	NA	2008-10-20	425	54	33	NA	NA	NA	58.829524983	41.170475017	Pres	2008-11-04
ME	SurveyUSA	2008	NA	2008-10-20	642	54	39	NA	NA	NA	58.829524983	41.170475017	Pres	2008-11-04
MI	EPIC-MRA	2008	NA	2008-10-20	400	51	37	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
NC	CNN/Opinion Research Corp.	2008	NA	2008-10-20	644	51	46	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-20	725	54	39	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NV	CNN/Opinion Research Corp.	2008	NA	2008-10-20	700	49	43	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
NY	Siena College	2008	NA	2008-10-20	721	62	31	NA	NA	NA	63.5766329069	36.4233670931	Pres	2008-11-04
OH	CNN/Opinion Research Corp.	2008	NA	2008-10-20	737	49	44	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	University of Cincinnati (Ohio Poll)	2008	NA	2008-10-20	886	49	46	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OK	SoonerPoll.com	2008	NA	2008-10-20	763	32.4	63.7	NA	NA	NA	34.35491888	65.64508112	Pres	2008-11-04
VA	CNN/Opinion Research Corp.	2008	NA	2008-10-20	647	51	44	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WV	CNN/Opinion Research Corp.	2008	NA	2008-10-20	674	41	53	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
WV	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-20	500	43	52	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
KY	Research 2000	2008	NA	2008-10-20	600	43	47	NA	NA	NA	47.03438043	52.96561957	Sen	2008-11-04
ME	Market Decisions	2008	NA	2008-10-20	425	37	54	NA	NA	NA	38.6164877495	61.3835122505	Sen	2008-11-04
ME	SurveyUSA	2008	NA	2008-10-20	642	43	54	NA	NA	NA	38.6164877495	61.3835122505	Sen	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-20	725	49	36	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-20	725	49	36	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
NC	Marshall Marketing & Communications	2008	NA	2008-10-21	500	46	43	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
FL	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-21	625	45	46	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Schroth, Eldon & Associates	2008	NA	2008-10-21	800	49	42	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Strategic Vision, LLC	2008	NA	2008-10-21	1200	46	48	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
GA	Strategic Vision, LLC	2008	NA	2008-10-21	800	45	51	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
IA	Big Ten	2008	NA	2008-10-21	586	52.4	39.1	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
IA	Research 2000	2008	NA	2008-10-21	600	54	39	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
ID	Harstad Strategic Research, Inc.	2008	NA	2008-10-21	503	32	55	NA	NA	NA	36.9754101943	63.0245898057	Pres	2008-11-04
IL	Big Ten	2008	NA	2008-10-21	572	61.2	31.6	NA	NA	NA	62.7342640459	37.2657359541	Pres	2008-11-04
IN	Big Ten	2008	NA	2008-10-21	586	51	41.5	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
KY	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	44	52	NA	NA	NA	41.7665724112	58.2334275888	Pres	2008-11-04
LA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	41	57	NA	NA	NA	40.5428258373	59.4571741627	Pres	2008-11-04
MA	Suffolk University	2008	NA	2008-10-21	400	53	34	NA	NA	NA	63.1970782145	36.8029217855	Pres	2008-11-04
MI	Big Ten	2008	NA	2008-10-21	562	58.1	35.8	NA	NA	NA	58.3713015784	41.6286984216	Pres	2008-11-04
MN	Big Ten	2008	NA	2008-10-21	583	57.3	37.9	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
NC	Marshall Marketing & Communications	2008	NA	2008-10-21	500	48.4	46.4	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NJ	Marist College	2008	NA	2008-10-21	628	56	39	NA	NA	NA	57.8646298702	42.1353701298	Pres	2008-11-04
OH	Big Ten	2008	NA	2008-10-21	564	52.5	41	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Strategic Vision, LLC	2008	NA	2008-10-21	1200	45	48	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
PA	Big Ten	2008	NA	2008-10-21	566	51.9	41.5	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Muhlenberg College	2008	NA	2008-10-21	608	52	40	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Strategic Vision, LLC	2008	NA	2008-10-21	1200	50	43	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
TX	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	44	54	NA	NA	NA	44.0640632524	55.9359367476	Pres	2008-11-04
VA	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-21	625	47	45	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	Virginia Commonwealth University	2008	NA	2008-10-21	817	51	40	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WI	Big Ten	2008	NA	2008-10-21	584	52.9	40.5	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WI	Research 2000	2008	NA	2008-10-21	600	52	41	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WV	Orion Strategies	2008	NA	2008-10-21	600	43.5	49.2	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
GA	Strategic Vision, LLC	2008	NA	2008-10-21	800	44	46	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
ID	Harstad Strategic Research, Inc.	2008	NA	2008-10-21	503	33	45	NA	NA	NA	37.1679396677	62.8320603323	Sen	2008-11-04
KY	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	43	50	NA	NA	NA	47.03438043	52.96561957	Sen	2008-11-04
LA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	53	43	NA	NA	NA	53.2638812165	46.7361187835	Sen	2008-11-04
MA	Suffolk University	2008	NA	2008-10-21	400	56	19	NA	NA	NA	68.0456091012	31.9543908988	Sen	2008-11-04
MI	EPIC-MRA	2008	NA	2008-10-21	400	58	30	NA	NA	NA	64.9303252324	35.0696747676	Sen	2008-11-04
MN	Big Ten	2008	NA	2008-10-21	583	40.2	34.2	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
NC	Marshall Marketing & Communications	2008	NA	2008-10-21	500	44	43.4	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NJ	Marist College	2008	NA	2008-10-21	628	48	41	NA	NA	NA	57.1828559679	42.8171440321	Sen	2008-11-04
TX	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-21	500	40	55	NA	NA	NA	43.8648610835	56.1351389165	Sen	2008-11-04
WV	Orion Strategies	2008	NA	2008-10-21	600	60	36	NA	NA	NA	63.73782557	36.26217443	Sen	2008-11-04
IN	SurveyUSA	2008	NA	2008-10-22	631	35	54	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
MO	Research 2000	2008	NA	2008-10-22	800	55	41	NA	NA	NA	59.6527068437	40.3472931563	Gov	2008-11-04
WA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	50	48	NA	NA	NA	53.3	46.7	Gov	2008-11-04
WA	University of Washington	2008	NA	2008-10-22	600	51	45	NA	NA	NA	53.3	46.7	Gov	2008-11-04
AR	Research 2000	2008	NA	2008-10-22	600	41	52	NA	NA	NA	39.8282793923	60.1717206077	Pres	2008-11-04
CO	Public Opinion Strategies	2008	NA	2008-10-22	500	52	40	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
GA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	46	51	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
IL	Research 2000	2008	NA	2008-10-22	800	59	35	NA	NA	NA	62.7342640459	37.2657359541	Pres	2008-11-04
IN	SurveyUSA	2008	NA	2008-10-22	631	49	45	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
KS	SurveyUSA	2008	NA	2008-10-22	613	41	53	NA	NA	NA	42.3877241802	57.6122758198	Pres	2008-11-04
LA	Southeastern Louisiana University	2008	NA	2008-10-22	503	38.3	50.6	NA	NA	NA	40.5428258373	59.4571741627	Pres	2008-11-04
MN	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	56	41	NA	NA	NA	55.2293749985	44.7706250015	Pres	2008-11-04
MO	Research 2000	2008	NA	2008-10-22	800	48	47	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
NY	Marist College	2008	NA	2008-10-22	527	65	29	NA	NA	NA	63.5766329069	36.4233670931	Pres	2008-11-04
OH	Public Policy Polling	2008	NA	2008-10-22	993	51	44	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
PA	SurveyUSA	2008	NA	2008-10-22	620	53	41	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
TN	Research 2000	2008	NA	2008-10-22	600	38	54	NA	NA	NA	42.3685281999	57.6314718001	Pres	2008-11-04
VA	Public Policy Polling	2008	NA	2008-10-22	1231	52	43	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	54	43	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
WA	University of Washington	2008	NA	2008-10-22	600	55	34	NA	NA	NA	58.7520268018	41.2479731982	Pres	2008-11-04
CO	Public Opinion Strategies	2008	NA	2008-10-22	500	51	38	NA	NA	NA	55.4065288188	44.5934711812	Sen	2008-11-04
GA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	45	47	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
IL	Research 2000	2008	NA	2008-10-22	800	59	34	NA	NA	NA	70.3955736105	29.6044263895	Sen	2008-11-04
KS	SurveyUSA	2008	NA	2008-10-22	613	35	57	NA	NA	NA	37.7741929946	62.2258070054	Sen	2008-11-04
LA	Southeastern Louisiana University	2008	NA	2008-10-22	503	53.2	33.9	NA	NA	NA	53.2638812165	46.7361187835	Sen	2008-11-04
MN	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-22	500	41	37	NA	NA	NA	50.0064331338	49.9935668662	Sen	2008-11-04
TN	Research 2000	2008	NA	2008-10-22	600	37	59	NA	NA	NA	32.6940703893	67.3059296107	Sen	2008-11-04
VA	Public Policy Polling	2008	NA	2008-10-22	1231	60	32	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
NC	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	800	46	44	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
NC	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	700	47	51	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
AZ	Northern Arizona University	2008	NA	2008-10-23	600	41	49	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
CA	Field Research Corporation (Field Poll)	2008	NA	2008-10-23	966	55	33	NA	NA	NA	62.2784495943	37.7215504057	Pres	2008-11-04
FL	InsiderAdvantage	2008	NA	2008-10-23	562	48	47	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
GA	InsiderAdvantage	2008	NA	2008-10-23	615	48	47	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
GA	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	625	43	49	NA	NA	NA	47.3716644927	52.6283355073	Pres	2008-11-04
IA	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	625	51	40	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
IA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	700	52	44	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
MO	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	625	45	46	NA	NA	NA	49.9324208535	50.0675791465	Pres	2008-11-04
NC	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	800	47	47	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NC	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	700	48	50	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	Marist College	2008	NA	2008-10-23	655	50	45	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NH	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	700	50	46	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
OH	InsiderAdvantage	2008	NA	2008-10-23	408	52	42	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
PA	Temple University	2008	NA	2008-10-23	761	52	43	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
SD	Research 2000	2008	NA	2008-10-23	600	41	50	NA	NA	NA	45.7042927646	54.2957072354	Pres	2008-11-04
VA	Roanoke College	2008	NA	2008-10-23	614	48	39	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
WI	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	500	51	44	NA	NA	NA	57.0556782461	42.9443217539	Pres	2008-11-04
WV	Research 2000	2008	NA	2008-10-23	600	43	49	NA	NA	NA	43.3262562302	56.6737437698	Pres	2008-11-04
GA	InsiderAdvantage	2008	NA	2008-10-23	615	42	44	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
GA	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	625	39	45	NA	NA	NA	48.4472049689	51.5527950311	Sen	2008-11-04
IA	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	500	57	41	NA	NA	NA	62.7078101641	37.2921898359	Sen	2008-11-04
NC	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-23	800	42	46	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NH	Rasmussen Reports/Pulse Opinion Research	2008	NA	2008-10-23	700	52	46	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
SD	Research 2000	2008	NA	2008-10-23	600	57	35	NA	NA	NA	62.49169234	37.50830766	Sen	2008-11-04
IN	Howey Politics/DePauw University	2008	NA	2008-10-24	600	30	61	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
NC	GfK Group	2008	NA	2008-10-24	601	44	44	NA	NA	NA	51.7489711934	48.2510288066	Gov	2008-11-04
NH	GfK Group	2008	NA	2008-10-24	600	73	17	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
UT	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-24	400	17	73	NA	NA	NA	20.2258726899	79.7741273101	Gov	2008-11-04
AZ	Grove Insight	2008	NA	2008-10-24	600	40	44	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
CO	GfK Group	2008	NA	2008-10-24	626	50	41	NA	NA	NA	54.5506346925	45.4493653075	Pres	2008-11-04
FL	GfK Group	2008	NA	2008-10-24	600	45	43	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
FL	Quinnipiac University	2008	NA	2008-10-24	1435	47	45	NA	NA	NA	51.4196600285	48.5803399715	Pres	2008-11-04
IA	Marist College	2008	NA	2008-10-24	625	52	42	NA	NA	NA	54.8487777851	45.1512222149	Pres	2008-11-04
IN	Howey Politics/DePauw University	2008	NA	2008-10-24	600	45	47	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
IN	Research 2000	2008	NA	2008-10-24	600	46	45	NA	NA	NA	50.5219534446	49.4780465554	Pres	2008-11-04
MT	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-24	625	44	48	NA	NA	NA	48.8321620504	51.1678379496	Pres	2008-11-04
NC	GfK Group	2008	NA	2008-10-24	601	48	46	NA	NA	NA	50.1659632999	49.8340367001	Pres	2008-11-04
NH	GfK Group	2008	NA	2008-10-24	600	55	37	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NH	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-24	625	50	39	NA	NA	NA	54.8685411224	45.1314588776	Pres	2008-11-04
NV	GfK Group	2008	NA	2008-10-24	628	52	40	NA	NA	NA	56.3867381227	43.6132618773	Pres	2008-11-04
OH	GfK Group	2008	NA	2008-10-24	607	48	41	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OH	Quinnipiac University	2008	NA	2008-10-24	1425	51	42	NA	NA	NA	52.3338407646	47.6661592354	Pres	2008-11-04
OR	Davis, Hibbitts & Midghall, Inc.	2008	NA	2008-10-24	500	53	34	NA	NA	NA	58.4137211799	41.5862788201	Pres	2008-11-04
PA	GfK Group	2008	NA	2008-10-24	607	52	40	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Franklin & Marshall College	2008	NA	2008-10-24	545	53	40	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
PA	Quinnipiac University	2008	NA	2008-10-24	1364	53	41	NA	NA	NA	55.2297038127	44.7702961873	Pres	2008-11-04
UT	Mason-Dixon Polling & Research, Inc.	2008	NA	2008-10-24	625	32	55	NA	NA	NA	35.4736386315	64.5263613685	Pres	2008-11-04
VA	ABC News/Washington Post	2008	NA	2008-10-24	784	52	44	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
VA	GfK Group	2008	NA	2008-10-24	601	49	42	NA	NA	NA	53.1825844048	46.8174155952	Pres	2008-11-04
CO	GfK Group	2008	NA	2008-10-24	626	48	36	NA	NA	NA	55.4065288188	44.5934711812	Sen	2008-11-04
NC	GfK Group	2008	NA	2008-10-24	601	47	43	NA	NA	NA	54.3729351618	45.6270648382	Sen	2008-11-04
NH	GfK Group	2008	NA	2008-10-24	600	47	41	NA	NA	NA	53.2723184208	46.7276815792	Sen	2008-11-04
OR	Davis, Hibbitts & Midghall, Inc.	2008	NA	2008-10-24	500	45	40	NA	NA	NA	51.7739200553	48.2260799447	Sen	2008-11-04
VA	GfK Group	2008	NA	2008-10-24	601	58	32	NA	NA	NA	65.8483495812	34.1516504188	Sen	2008-11-04
IN	Research 2000	2008	NA	2008-10-25	600	41	53	NA	NA	NA	40.9601634321	59.0398365679	Gov	2008-11-04
NH	University of New Hampshire	2008	NA	2008-10-25	688	68	18	NA	NA	NA	71.7791411043	28.2208588957	Gov	2008-11-04
VT	Research 2000	2008	NA	2008-10-25	400	23	47	NA	NA	NA	28.9893617021	71.0106382979	Gov	2008-11-04
AK	YouGov	2008	NA	2008-10-25	358	38	55	NA	NA	NA	38.9352150833	61.0647849167	Pres	2008-11-04
AL	YouGov	2008	NA	2008-10-25	452	39	57	NA	NA	NA	39.1090972433	60.8909027567	Pres	2008-11-04
AR	YouGov	2008	NA	2008-10-25	491	41	53	NA	NA	NA	39.8282793923	60.1717206077	Pres	2008-11-04
AZ	Arizona State University	2008	NA	2008-10-25	1019	44	46	NA	NA	NA	45.686099279	54.313900721	Pres	2008-11-04
