"election"	"state"	"year"	"pollName"	"startDate"	"endDate"	"numberOfRespondents"	"democratic"	"republican"	"someoneElse"	"undecided"	"refuseToAnswer"	"populationType"	"Mode"	"electionDate"	"finalTwoPartyVSDemocratic"	"finalTwoPartyVSRepublican"
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-10-25"	693	45	40	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-10-18"	720	46	44	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-10-03"	769	46	43	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-09-21"	709	49	43	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-09-01"	668	46	48	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-08-11"	701	42	47	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"SurveyUSA"	NA	"2010-07-11"	713	45	47	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CA"	2010	"Wilson Research (R)"	NA	"2010-10-14"	895	43	46	NA	NA	NA	"LV"	NA	"2010-11-02"	55.30466022	44.69533978
"Sen"	"CO"	2010	"CNN/Time"	NA	"2010-10-26"	924	46	47	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"CNN/Time"	NA	"2010-09-21"	948	44	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Denver Post/SurveyUSA"	NA	"2010-10-21"	720	47	47	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Denver Post/SurveyUSA"	NA	"2010-09-30"	746	43	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Denver Post/SurveyUSA"	NA	"2010-07-29"	1021	43	43	NA	NA	NA	"RV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Denver Post/SurveyUSA"	NA	"2010-06-17"	358	43	46	NA	NA	NA	"RV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-30"	27	46	50	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-16"	27	45	46	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"FOX News/POR-Rasmussen"	NA	"2010-09-25"	27	43	47	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"McClatchy/Marist"	NA	"2010-10-28"	714	45	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"McClatchy/Marist"	NA	"2010-09-28"	636	42	50	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"POS/FM3"	NA	"2010-09-01"	577	43	40	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-10-31"	77	48	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-10-23"	913	47	47	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-10-02"	929	46	45	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-08-08"	42	46	43	NA	NA	NA	"RV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-05-16"	78	45	39	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-03-08"	679	46	40	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-08-16"	1036	39	35	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"PPP (D)"	NA	"2010-04-19"	70	40	34	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"R2000/Daily Kos (D)**"	NA	"2010-01-13"	699	41	38	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-10-25"	847	44	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-10-14"	847	45	47	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-10-03"	847	45	50	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-09-27"	847	43	51	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-09-14"	847	45	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-08-29"	847	45	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-08-11"	847	41	46	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-07-26"	600	42	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-07-08"	600	39	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-06-07"	600	41	46	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-05-03"	600	41	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-04-05"	600	40	44	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-03-02"	600	38	44	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-02-02"	600	41	45	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-01-13"	600	38	43	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Rasmussen Reports"	NA	"2010-09-09"	600	43	37	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Reuters/Ipsos"	NA	"2010-10-17"	516	45	48	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CO"	2010	"Reuters/Ipsos"	NA	"2010-08-22"	558	40	49	NA	NA	NA	"LV"	NA	"2010-11-02"	50.89004057	49.10995943
"Sen"	"CT"	2010	"CNN/Time"	NA	"2010-10-05"	870	54	41	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"CT Capitol Report/MRG"	NA	"2010-10-26"	415	52	44	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"CT Capitol Report/MRG"	NA	"2010-10-03"	378	52	45	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-23"	27	53	42	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-09"	27	49	43	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-02"	27	52	42	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"PPP (D)"	NA	"2010-10-29"	856	54	43	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"PPP (D)"	NA	"2010-10-02"	905	53	41	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"PPP (D)"	NA	"2010-01-05"	621	60	28	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-10-31"	1006	53	44	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-10-24"	801	54	42	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-10-11"	123	54	43	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-09-26"	96	49	46	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-09-12"	961	51	45	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-08-02"	247	50	40	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-07-13"	277	54	37	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-06-08"	269	55	35	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-05-25"	154	56	31	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-03-15"	316	61	28	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Quinnipiac"	NA	"2010-01-12"	307	64	23	NA	NA	NA	"RV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"R2000/Daily Kos (D)**"	NA	"2010-05-26"	699	52	33	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"R2000/Daily Kos (D)**"	NA	"2010-01-13"	699	56	34	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-10-31"	847	53	46	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-10-24"	847	56	43	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-10-14"	847	51	46	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-10-05"	847	54	43	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-09-26"	600	50	45	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-09-09"	600	53	44	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-08-11"	600	47	40	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-07-15"	600	53	40	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-06-01"	600	56	33	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-05-18"	600	48	45	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-05-04"	600	52	39	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-04-07"	600	55	35	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-03-02"	600	60	31	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-02-01"	600	56	36	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Rasmussen Reports"	NA	"2010-01-06"	600	58	34	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"CT"	2010	"Suffolk University*"	NA	"2010-10-20"	600	57	39	NA	NA	NA	"LV"	NA	"2010-11-02"	56.06934531	43.93065469
"Sen"	"IL"	2010	"Chicago Tribune"	NA	"2010-10-22"	799	41	44	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Chicago Tribune"	NA	"2010-09-28"	699	38	36	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Chicago Tribune"	NA	"2010-09-01"	699	34	34	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"CNN/Time"	NA	"2010-09-28"	923	43	42	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-30"	27	42	46	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-23"	27	41	43	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"FOX News/POR-Rasmussen"	NA	"2010-09-25"	27	40	42	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Post-Dispatch/Mason-Dixon"	NA	"2010-10-20"	724	41	43	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-10-31"	909	42	46	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-10-16"	656	40	42	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-09-26"	575	36	40	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-08-15"	675	37	35	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-06-13"	690	31	30	NA	NA	NA	"RV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-04-05"	690	33	37	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-01-25"	80	42	34	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"PPP (D)"	NA	"2010-04-26"	1054	35	35	NA	NA	NA	"RV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"R2000/Daily Kos (D)**"	NA	"2010-05-05"	699	38	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"R2000/Daily Kos (D)**"	NA	"2010-02-24"	699	43	36	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"R2000/Daily Kos (D)**"	NA	"2010-01-28"	699	38	30	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-10-26"	847	42	46	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-10-18"	847	40	44	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-10-11"	847	44	43	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-10-04"	847	41	45	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-09-21"	847	41	44	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-09-07"	847	37	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-08-23"	847	45	45	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-08-09"	847	40	40	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-07-26"	847	43	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-07-07"	600	40	39	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-06-07"	600	39	42	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-04-28"	600	38	46	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-04-05"	600	37	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-03-08"	600	44	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-02-03"	600	40	46	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-10-14"	600	41	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Rasmussen Reports"	NA	"2010-08-12"	600	38	41	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"Suffolk University"	NA	"2010-10-03"	600	41	42	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"The Simon Poll/SIU"	NA	"2010-10-10"	855	37	37	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"WeAskAmerica"	NA	"2010-09-13"	283	36	39	NA	NA	NA	"LV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"IL"	2010	"WeAskAmerica"	NA	"2010-08-04"	1060	33	39	NA	NA	NA	"RV"	NA	"2010-11-02"	49.15355888	50.84644112
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-10-27"	895	39	47	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-10-06"	921	40	43	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-09-01"	897	37	42	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-08-18"	896	42	41	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-08-04"	897	31	41	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CN|2/Braun Research"	NA	"2010-07-21"	898	38	41	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CNN/Time"	NA	"2010-10-26"	881	43	50	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"CNN/Time"	NA	"2010-09-07"	956	46	46	NA	NA	NA	"RV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Daily Kos/PPP (D)"	NA	"2010-09-12"	1029	42	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-23"	27	43	50	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Mason-Dixon"	NA	"2010-10-19"	724	43	48	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"PPP (D)"	NA	"2010-10-30"	47	40	55	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"PPP (D)"	NA	"2010-10-24"	983	40	53	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"PPP (D)"	NA	"2010-06-30"	724	43	43	NA	NA	NA	"RV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"PPP (D)"	NA	"2010-05-02"	1019	40	41	NA	NA	NA	"RV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"PPP (D)"	NA	"2009-12-21"	186	36	42	NA	NA	NA	"RV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"R2000/Daily Kos (D)**"	NA	"2010-05-26"	699	41	44	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"R2000/Daily Kos (D)**"	NA	"2010-05-12"	699	39	42	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"R2000/Daily Kos (D)**"	NA	"2010-03-17"	699	39	45	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"R2000/Daily Kos (D)**"	NA	"2010-09-02"	699	41	37	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-10-27"	847	41	53	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-10-18"	600	42	47	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-09-29"	600	38	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-09-07"	600	39	54	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-08-17"	600	41	51	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-07-20"	847	41	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-06-28"	600	42	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-06-01"	600	41	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-05-19"	600	34	59	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-04-28"	600	38	47	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-03-31"	600	36	50	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-03-02"	600	34	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-02-02"	600	39	47	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Rasmussen Reports"	NA	"2010-01-06"	600	38	46	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"Reuters/Ipsos"	NA	"2010-08-15"	542	40	45	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"SurveyUSA"	NA	"2010-10-27"	736	43	52	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"SurveyUSA"	NA	"2010-09-23"	710	47	49	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"SurveyUSA"	NA	"2010-09-01"	660	40	55	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"SurveyUSA"	NA	"2010-07-29"	667	43	51	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"KY"	2010	"SurveyUSA"	NA	"2010-05-27"	668	45	51	NA	NA	NA	"LV"	NA	"2010-11-02"	44.26055927	55.73944073
"Sen"	"MO"	2010	"CNN/Time"	NA	"2010-10-05"	927	40	53	NA	NA	NA	"LV"	NA	"2010-11-02"	42.82974745	57.17025255
"Sen"	"MO"	2010	"Daily Kos/PPP (D)"	NA	"2010-08-15"	789	38	45	NA	NA	NA	"LV"	NA	"2010-11-02"	42.82974745	57.17025255
"Sen"	"MO"	2010	"Democracy Corps (D)"	NA	"2010-04-30"	895	53	44	NA	NA	NA	"LV"	NA	"2010-11-02"	42.82974745	57.17025255
"Sen"	"MO"	2010	"FOX News/POR-Rasmussen"	NA	"2010-10-16"	27	43	49	NA	NA	NA	"LV"	NA	"2010-11-02"	42.82974745	57.17025255
